,main_cate,sub_cate,title
312,news,,"총상금 1,000만 원! 하스스톤 인벤 컵, 12월 28일부터 참가 접수 시작  "
313,news,,백 패들 버튼 기본 탑재할까? '듀얼쇼크5' 특허 이미지 공개  
314,news,생생20분," 키보드/패드&큰 화면으로 즐기는 발키리 액션, '붕괴3rd' PC 버전  "
315,news,영상, 어떤 영웅이라도 아기 시절이 있다! '수퍼 소닉' 최신 트레일러  
316,news,,"CD 프로젝트 레드, 시가총액 8조 원 넘었다  "
317,news,,홍콩 시위 재현? GTA5에서 홍콩-중국 게이머들 충돌  [
318,news,생생 20분," 화제작 '명일방주', 국내 CBT는 어떤 모습일까?  "
319,news,,"공정거래위원회, ""확률형 상품에 확률 정보 표시할 것""  "
320,news,,"검은사막, 이용자와 함께 ‘국경없는의사회’ 1억 원 기부  "
321,news,,"컴투스 ‘워너비챌린지’, 세이브더칠드런에 청소년 교복 지원 후원금"
322,news,인터뷰," 15주년의 테일즈런너, ""유저와 함께 호흡하고 성장해 나가겠습니다""  "
323,news,,"이장주 소장 ""e스포츠 분쟁조정위원회 만들어 선수 보호하자""  "
324,news,,"아자, 햇냥, 피온, 나리 코스프레를 한 번에? '진화소녀' 공식굿즈 "
325,news,종합," 게임산업 미래를 위한 토론의 장, 'KGC 2019' "
326,news,,"위쳐4 나오나? CDPR, 원작 소설가 안제이 사프콥스키와 새 계약 체결  "
327,news,인터뷰," 우산 금지, ""협상의 진짜 재미를 담으려고 노력했죠"""
328,news,,"최대 90%까지 할인, 플레이스테이션 스토어 홀리데이 세일"
329,news,,"펄어비스, ‘일자리창출 유공’ 대통령 표창 수상  "
330,news,취재, 한국 팬들을 위한 팬 서비스 가득! 성우 유닛 Sphere 토크쇼&팬미팅 
331,news,,"넥슨, ‘V4’ 옥션 100원 기부딜 이벤트 수익금 전액 기부 "
332,news,,"PS4, 닌텐도 스위치 '미스트오버' 패키지판 예약 판매 개시 "
333,news,,국산 공포 게임 '아라하: 이은도의 저주' 2020년 1월 6일 스팀 출시 예정  
334,news,리뷰," '위쳐' TV 시리즈, ""그래서 시즌2는 언제 나옴?"" ["
335,news,,"스마일게이트 권혁빈 의장 ""창의성을 키우는 교육이 우리의 미래를 바꾼다""  "
336,news,,"직접 올해의 게임을 뽑는다, '스팀 어워드 2019' 최종 후보작 공개  "
337,news,순위분석," 메이플스토리, 'RISE' 업데이트로 상승세 탔다 "
338,news,,"""한국이 무대다!"" 월드 워Z, '호드 모드Z' 무료 배포  "
339,news,,"여덟 번째 신규 캐릭터, '소울워커' 에프넬 정식 추가  "
340,news,리뷰," 32인치 모니터를 합리적인 가격에 만나는 방법! 쓰리윈즈, '인터픽셀 IP3243'  "
341,news,,"눈 와도 상관없다! 1,500명 운집한 '피파 버닝 페스티벌'"
342,news,,"다시 돌아온 피아노 감성, '디모2' 티저 공개  "
343,news,풍경기," 블리자드 스토어, 캐릭터 스테츄 싣고 게임콘 2019에 상륙!  "
344,news,풍경기," 유명 스트리머 총집합! CJ ENM 다이아 티비, '게임콘 2019 서울’ 첫번째 날  "
345,news,,아방 스트랏슈! '타이의 대모험' 애니메이션 및 게임 제작 중  
346,news,,"21대 국회로 공 넘어간 게임법 전부개정, ""확률형 아이템 다룬다""  "
347,news,인터뷰," '안도 테츠야' SIEK 대표, ""PS5, 불매운동 상관 없이 출시 예정"" ["
348,news,영상," ""네!? 이게 게임이라고요?"" 80년대 애니 느낌 'EVOLUTIS'  "
349,news,,대한민국 게임산업 '허리'가 될 충남글로벌게임센터 개소 
350,news,,"타임지 선정, 2010년대 최고의 비디오 게임 10선  "
351,news,,"작은 왕 모카모리 이야기, ‘마녀의 샘4’ 양대 마켓 정식 출시  "
352,news,기획," 2019년, 무슨 게임 했어요? "
353,news,체험기," 전당포 사나이가 되어보자, '우산 금지' "
354,news,,"샌드박스 개척 액션, '리오즈마' 스팀 얼리액세스"
355,news,취재," KT, ""월정액으로 스트리밍 게임 마음껏 즐기세요!"" "
356,news,,"중국이 클라우드 게이밍 판 바꿀까, '텐센트 스타트' "
357,news,,"솔로라면 크리스마스엔 세일 게임을, '스팀 겨울 할인 2019'  "
358,news,,"모바일 디펜스 RPG 명일방주, 26일부터 CBT 진행  "
359,news,,"모바일 계정 연동 가능, '붕괴3rd' PC 버전 26일 출시  "
360,news,,"FTL 개발진의 '인투 더 브리치' 무료! 에픽게임즈, 매일 공짜 게임 푼다 "
361,news,,"위저드리 스타일 로그라이크 RPG, '크로노 아크' 스팀 얼리액세스 출시 "
362,news,,"스포츠용품 브랜드 푸마, '게이밍 신발' 출시  "
363,news,,도트 좀비 때려잡는 '젤터' 킥스타터 모집  
364,news,기획, 블리자드의 '1년' [
365,news,,"담금질 마쳤다, 넥슨 신작 '카운터사이드' 사전등록 19일 개시  "
366,news,인터뷰," 유저에게 혜택 돌려주는 정원 서버, '아키에이지' 어떻게 바뀔까? "
367,news,,‘엑소스 히어로즈’ 신규 콘텐츠 및 편의성 개선 업데이트 실시  
368,news,,"네오위즈 ‘디제이맥스 리스펙트 V’, 스팀 얼리 엑세스로 출시  "
369,news,인터뷰," ""유저에 대한 보답은 고퀄리티"" 콜 오브 듀티:모바일 한국팀 "
370,news,,펄어비스 ‘섀도우 아레나’ 2차 CBT 테스터 모집 시작  
371,news,,"에이펙스 레전드, 글로벌 e스포츠 프로그램 1월 25일 출시 "
372,news,,한국에 첫 선 보이는 신상 블리자드 기어! 동대문 게임콘에 마켓인벤이 뜬다!  
373,news,인터뷰," 섀도우 아레나 2차 CBT, 어떻게 바뀔까? "
374,news,인터뷰," PC로 돌아온 디제이맥스 리스펙트V, ""어떻게 달라졌나요?"" "
375,news,뉴스," 위구르 지지 외질, 中 '위닝일레븐 2020'에서 삭제된다  "
376,news,,"제주도, 해외 e스포츠 팀 '전지훈련장'로 도약할 수 있을까?  "
377,news,기획," 각양각색의 매력, 2019년 빛낸 VR 게임 추천작 6선"
378,news,,"펄어비스 신작 MMO슈터 '플랜8', 신규 스크린샷 공개  "
379,news,뉴스," 닌텐도 플레이스테이션 프로토타입, 경매에 출품... 14억 원 이상 원해 "
380,news,,"이젠 자동차도 VR로 개발한다, 현대·기아자동차 버추얼 개발프로세스 공개 "
381,news,,게임매니아 송년 파티! 광주글로벌게임센터 네트워크 세미나 20일 개최 
382,news,기획," 리니지2M, PC 멀티 플레이. 10개 캐릭터 돌릴 수 있는 사양은? "
383,news,포토," 붕괴, 원신의 고향... 中 '미호요' 본사 다녀왔습니다  "
384,news,,"""중국 2019년 게임산업, 매출 51조 원 달성... 전년대비 10.6% 성장""  "
385,news,뉴스," 최신이라더니? '스태디아', 구 버전 보더랜드3 정식 서비스"
386,news,,"네오위즈, PC용 2D 액션 어드벤처 '메탈유닛' 퍼블리싱한다 "
387,news,,"전설의 귀환, '워크래프트3 리포지드' 2020년 1월 29일 출시  "
388,news,,"'듀랑고' 마지막 선물, PC에서도 즐길 수 있는 창작섬  "
389,news,,"'배틀그라운드' 총 판매량 6,500만 장 돌파  "
390,news,12월 신작게임, 아기자기한 게임이 잔뜩! 연말을 함께할 게임은? 
391,news,기자수첩," 핸드 트래킹, VR에 어떤 변화 가져올까?  "
392,news,,"확률형 아이템 문제부터 인디게임 미래까지, 'KGC 2019' 23일 개최  "
393,news,,"검은사막, 강력한 여전사 '가디언' 출시  "
394,news,취재," 재미를 넘어 학술의 영역으로, '게임문화 융합연구 심포지엄' "
395,news,오피셜, '칸' 김동하 끝내 중국행... 롤드컵 우승팀 FPX로  
396,news,,"LoL과 컨템포러리 아티스트의 만남, 'LoL INVADE ART' 전시 개최 "
397,news,순위분석," 신규 확장팩 적용한 '패스 오브 엑자일', 7단계 급등 "
398,news,,"빠르고 스타일리쉬하게, '언소울드' 신규 영상 공개 "
399,news,취재, 즐길 거리 가득했던 애니&게임 팬들의 축제! AGF2019 풍경기 
400,news,인터뷰, 오토체스의 현재와 미래 - 드래곤네스트 CEO 로링 리 
401,news,,"검은사막 모바일, 글로벌 서비스 주요 국가 인기 1위 달성  "
402,news,리뷰," 165Hz와 G-Sync를 합리적인 가격으로! MSI, 'MAG272' 게이밍 모니터  ["
403,news,,"인디 생존 시뮬레이션 '언더쉘터', 텀블벅 목표 금액 200% 달성 "
404,news,,"던전 앤 드래곤 IP 기반, '다크 얼라이언스' 2020년 가을 출시 "
405,news,,"선데이토즈, '애니팡' 배틀로얄 나온다  "
406,news,영상," 4기사로 멀티플레이 ON! '그랑블루 판타지: 리링크', 개발은 계속된다  "
407,news,시연기," 격투에 스킬 쿨타임이? 쉽지만, 쉽지만은 않은 '그랑블루 판타지: 버서스' "
408,news,포토," 현실에서 즐기는 좀비모드, '콜 오브 듀티: 모바일' 오프라인 행사 "
409,news,영상, 보.스.등.장. '그랑블루 판타지: 버서스' 캐릭터 신규 정보 공개 
410,news,포토," 게임 하나로 모인 축제, 그 이상! '그랑블루 페스 2019' "
411,news,포토, '진'화된 콘텐츠로 돌아왔다! 진:던전앤파이터 페스티벌 풍경기  
412,news,인터뷰," 던파 강정호 디렉터 ""신규 클래스, 진 각성 마무리 후 진행 예정"" "
413,news,정보," 던파, '신화' 등급 장비 & 세 번째 각성 '진 각성' 1월 9일 업데이트  "
414,news,생생15분," 연출, 액션, 심리전까지, 뭐가 부족한 거야? '그랑블루 판타지: 버서스' "
415,news,인터뷰," IP 첫 한국어화 '그랑블루 판타지: 버서스' ""한국팬들 기대해달라"" "
416,news,,"곰아저씨 레스토랑 개발자의 또다른 힐링 게임, '눈사람 이야기' 출시 "
417,news,인터뷰," 월드 오브 탱크, ""2020년에 크게 변화한다"" "
